Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Years,Price_Per_Unit_Weight,Item_MRP_Clusters
FDA39,6.32,Low Fat,0.012707362,Meat,41.0822,OUT013,1987,High,Tier 3,Supermarket Type1,942.7728,FD,32,6.500348101265822,1st
FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,OUT013,1987,High,Tier 3,Supermarket Type1,1897.53,FD,32,6.9973109243697476,2nd
FDK08,12.857645184135976,Regular,0.121712459,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,FD,34,7.870928039363273,2nd
DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,OUT013,1987,High,Tier 3,Supermarket Type1,2978.1234,DR,32,10.232158844765342,3rd
DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.9632,DR,10,25.486193771626297,3rd
FDH52,12.857645184135976,Regular,0.076868664,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,FD,34,4.831320129804498,1st
FDS25,6.885,Regular,0.140292495,Canned,108.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.4104,FD,17,15.762207697893974,2nd
NCH43,8.42,Non Edible,0.070555571,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112,NC,15,25.655486935866985,4th
DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,OUT017,2007,Small,Tier 2,Supermarket Type1,1607.2412,DR,12,12.40414154652687,2nd
FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,FD,12,7.704380952380952,2nd
FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,OUT010,1998,Small,Tier 3,Grocery Store,197.0768,FD,21,26.109148514851487,3rd
FDO22,13.5,Regular,0.017844609,Snack Foods,81.396,OUT013,1987,High,Tier 3,Supermarket Type1,1198.44,FD,32,6.029333333333334,2nd
FDD35,12.15,Low Fat,0.025916883,Starchy Foods,120.244,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.036,FD,17,9.896625514403292,2nd
FDR01,5.405,Regular,0.053611144,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968,FD,15,36.590971322849214,3rd
NCB31,12.857645184135976,Non Edible,0.207783483,Household,262.291,OUT019,1985,Small,Tier 1,Grocery Store,525.982,NC,34,20.3996141006924,4th
FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,3105.957,FD,22,28.07852051109617,4th
FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,OUT045,2002,Small,Tier 2,Supermarket Type1,2826.9868,FD,17,27.421661272923412,2nd
FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,OUT045,2002,Small,Tier 2,Supermarket Type1,3153.2288,FD,17,22.07330357142857,3rd
NCF18,18.35,Non Edible,0.089345074,Household,191.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,5369.0112,NC,10,10.46051226158038,3rd
FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3448.844,FD,20,14.89632618025751,3rd
FDJ53,10.5,Low Fat,0.071368699,Frozen Foods,121.3098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1446.1176,FD,20,11.553314285714285,2nd
NCL17,7.39,Non Edible,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.2932,NC,10,19.0502300405954,3rd
FDW27,12.857645184135976,Regular,0.150122794,Meat,154.5314,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.1826,FD,34,12.018639322125951,3rd
FDA32,14.0,Low Fat,0.030094192,Fruits and Vegetables,215.7192,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,FD,22,15.408514285714286,4th
FDA03,18.5,Regular,0.076097035,Dairy,145.8102,OUT010,1998,Small,Tier 3,Grocery Store,291.6204,FD,21,7.881632432432433,3rd
FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,554.6114,FD,17,5.833714285714286,2nd
FDN09,14.15,Low Fat,0.07048184085069402,Snack Foods,244.1828,OUT045,2002,Small,Tier 2,Supermarket Type1,731.0484,FD,17,17.256734982332155,4th
FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,Small,Tier 2,Supermarket Type1,4250.4672,FD,12,22.33750495049505,4th
FDX01,10.1,Low Fat,0.024262772,Canned,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.695,FD,10,11.645049504950494,2nd
DRO35,13.85,Low Fat,0.034624104,Hard Drinks,115.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,4054.722,DR,20,8.306801444043321,2nd
FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,OUT045,2002,Small,Tier 2,Supermarket Type1,3067.3406,FD,17,13.628381679389314,3rd
NCM53,18.75,Non Edible,0.052121825,Health and Hygiene,104.828,OUT049,1999,Medium,Tier 1,Supermarket Type1,2343.616,NC,20,5.590826666666667,2nd
FDI16,14.0,Regular,0.135662712,Frozen Foods,52.064,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,FD,32,3.718857142857143,1st
DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,OUT049,1999,Medium,Tier 1,Supermarket Type1,5350.3688,DR,20,11.980409937888197,3rd
FDW49,12.857645184135976,Low Fat,0.082152451,Canned,179.9002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3046,FD,34,13.991691124123143,3rd
FDB58,12.857645184135976,Regular,0.02363057,Snack Foods,141.7154,OUT019,1985,Small,Tier 1,Grocery Store,425.4462,FD,34,11.021878265458074,3rd
NCJ18,12.35,Non Edible,0.164274416,Household,119.8124,OUT045,2002,Small,Tier 2,Supermarket Type1,2133.2232,NC,17,9.701408906882591,2nd
FDL51,20.7,Regular,0.047587685,Dairy,215.0876,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,FD,17,10.390705314009663,4th
FDS03,7.825,Low Fat,0.079952983,Meat,62.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,FD,10,8.023335463258785,1st
NCO54,12.857645184135976,Non Edible,0.024992442,Household,53.6614,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,NC,34,4.173501386257612,1st
FDA48,12.1,Low Fat,0.115107028,Baking Goods,222.0114,OUT045,2002,Small,Tier 2,Supermarket Type1,3547.3824,FD,17,18.34804958677686,4th
NCK06,12.857645184135976,Non Edible,0.008604657,Household,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,NC,34,9.579950156967822,2nd
NCZ54,14.65,Non Edible,0.083528446,Household,162.4552,OUT045,2002,Small,Tier 2,Supermarket Type1,2274.3728,NC,17,11.089092150170648,3rd
FDW39,12.857645184135976,Regular,0.036731658,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799,FD,34,13.784561438876741,3rd
FDI09,20.75,Regular,0.129337594,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448,FD,22,11.478939759036145,4th
NCO02,11.15,Non Edible,0.07048184085069402,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,NC,20,5.830869955156951,1st
DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2612.5992,DR,20,11.929289256198349,3rd
FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,Small,Tier 2,Supermarket Type1,4548.0798,FD,12,14.512706896551723,3rd
FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,OUT017,2007,Small,Tier 2,Supermarket Type1,5863.0348,FD,12,9.871715909090907,3rd
NCQ42,12.857645184135976,Non Edible,0.068753558,Household,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,NC,34,9.952662261818306,2nd
FDM14,12.857645184135976,Low Fat,0.013199737,Canned,108.9254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135,FD,34,8.471644569442185,2nd
FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,447.4176,FD,22,5.072976525821596,1st
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758,FD,10,4.702354223433242,2nd
FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,Small,Tier 2,Supermarket Type1,5331.7264,FD,17,32.83689795918367,4th
FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.3616,FD,20,8.047989010989012,3rd
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464,FD,20,13.828081048867698,2nd
FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,2709.806,FD,32,8.52958041958042,2nd
FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,OUT017,2007,Small,Tier 2,Supermarket Type1,4086.0146,FD,12,23.52661108386464,4th
FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796,FD,10,17.341540636042403,4th
DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,1402.1748,DR,17,9.493654320987655,3rd
NCV06,12.857645184135976,Non Edible,0.066358426,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686,NC,34,15.185346710368142,3rd
DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,Small,Tier 3,Grocery Store,962.7468,DR,21,12.64488537549407,3rd
DRF25,12.857645184135976,Low Fat,0.038736754,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665,DR,34,2.9024754895278138,1st
FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,Small,Tier 3,Grocery Store,426.112,FD,21,9.841945846718678,2nd
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37,FD,22,30.747515257192674,3rd
FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,FD,12,5.251742296918767,2nd
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661,FD,22,43.888831615120274,4th
NCX29,10.0,Non Edible,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244,NC,15,14.69102,3rd
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38,FD,15,2.1658522727272724,1st
DRJ47,12.857645184135976,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.212,DR,34,13.478984488841776,3rd
FDL43,10.1,Low Fat,0.027041859,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,FD,32,7.67990099009901,2nd
FDZ43,12.857645184135976,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408,FD,34,18.76324914438148,4th
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082,FD,22,5.525056818181818,2nd
FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586,FD,15,6.176772700983228,1st
FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.285,FD,22,7.996482051282051,3rd
FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.8268,FD,12,24.845859375000003,3rd
DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,OUT045,2002,Small,Tier 2,Supermarket Type1,649.155,DR,17,2.7564968152866243,1st
FDR01,5.405,Regular,0.053730029,Canned,199.0742,OUT045,2002,Small,Tier 2,Supermarket Type1,4777.7808,FD,17,36.831489361702126,3rd
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,FD,17,4.1703309352517985,2nd
NCL17,7.39,Non Edible,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Small,Tier 2,Supermarket Type1,2422.1804,NC,12,19.00963464140731,3rd
FDS13,6.465,Low Fat,0.07048184085069402,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724,FD,10,40.70972931167827,4th
FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Small,Tier 2,Supermarket Type1,2380.9008,FD,17,10.827857534246574,3rd
FDW26,12.857645184135976,Regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404,FD,34,17.295328718074558,4th
FDQ12,12.857645184135976,Low Fat,0.061999648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103,FD,34,17.888267774240646,4th
FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138,FD,32,3.134458067680235,1st
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,FD,12,6.065099337748344,2nd
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676,FD,10,8.416366300366299,2nd
FDV46,12.857645184135976,Low Fat,0.022074764,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,559.272,FD,34,10.998748058041329,3rd
FDM28,12.857645184135976,Low Fat,0.079146113,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,179.766,FD,34,14.113470810650185,3rd
FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,OUT017,2007,Small,Tier 2,Supermarket Type1,763.0068,FD,12,20.930292397660818,2nd
DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,Small,Tier 3,Grocery Store,756.3488,DR,21,19.99865263157895,3rd
FDD51,11.15,Low Fat,0.07048184085069402,Dairy,44.7744,OUT045,2002,Small,Tier 2,Supermarket Type1,181.0976,FD,17,4.015641255605381,1st
NCT17,12.857645184135976,Non Edible,0.041663111,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848,NC,34,14.669980179008588,3rd
NCW17,18.0,Non Edible,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856,NC,22,7.049966666666666,2nd
NCY29,12.857645184135976,Non Edible,0.135226962,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,113.186,NC,34,4.378173389747561,1st
DRH36,16.2,Low Fat,0.07048184085069402,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,2087.9488,DR,32,4.535160493827161,2nd
FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3664,FD,20,13.672821292775664,3rd
NCA17,20.6,Non Edible,0.045380404,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704,NC,32,7.20578640776699,3rd
FDT27,11.395,Regular,0.069587171,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232,FD,22,20.59338306274682,4th
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541,FD,32,33.85979351032448,4th
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842,FD,20,12.525203619909503,2nd
FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964,FD,22,11.0197125748503,3rd
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792,FD,12,4.75590977443609,1st
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Small,Tier 2,Supermarket Type1,2270.378,FD,12,8.126904761904763,2nd
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672,FD,15,22.676947368421054,3rd
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808,FD,32,13.537809523809525,3rd
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738,FD,20,13.50095952023988,2nd
NCC55,10.695,Non Edible,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,NC,15,3.4394389901823277,1st
FDA38,12.857645184135976,Low Fat,0.04461205,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,FD,34,18.755673884790387,4th
FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118,FD,15,10.456253012048192,3rd
FDZ57,10.0,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497,FD,22,12.729940000000001,2nd
NCN14,19.1,Non Edible,0.092437711,Others,185.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,1470.0864,NC,12,9.699518324607329,3rd
NCB06,17.6,Non Edible,0.137807013,Health and Hygiene,161.792,OUT010,1998,Small,Tier 3,Grocery Store,159.792,NC,21,9.192727272727272,3rd
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866,DR,20,12.071579487179488,4th
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416,FD,20,3.8103762376237627,1st
NCS38,8.6,Non Edible,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,NC,10,13.09506976744186,2nd
FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1637.868,FD,32,5.542700507614213,2nd
FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,OUT017,2007,Small,Tier 2,Supermarket Type1,805.618,FD,12,2.4246905537459287,1st
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3767.0964,FD,12,30.9290494296578,3rd
FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,OUT045,2002,Small,Tier 2,Supermarket Type1,529.311,FD,17,17.891530612244896,3rd
NCD42,16.5,Non Edible,0.012663476,Health and Hygiene,39.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,NC,17,2.3848848484848486,1st
FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608,FD,15,3.820609523809524,1st
NCN19,13.1,Non Edible,0.012148836,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.271,NC,10,14.607099236641222,3rd
FDW21,12.857645184135976,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716,FD,34,7.686928561533618,2nd
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.9848,FD,17,21.129935483870966,3rd
FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,792.302,FD,17,5.568545454545454,2nd
FDG44,12.857645184135976,Low Fat,0.07048184085069402,Fruits and Vegetables,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.3496,FD,34,4.33437065667052,1st
DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,OUT045,2002,Small,Tier 2,Supermarket Type1,4290.4152,DR,17,22.255222222222223,4th
FDQ36,12.857645184135976,Regular,0.07048184085069402,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848,FD,34,2.9698128586650676,1st
FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.871,FD,10,12.27727626459144,3rd
FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.296,FD,15,27.230678466076693,3rd
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226,FD,15,9.30468733007069,2nd
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552,DR,22,29.003086654016442,4th
FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,OUT017,2007,Small,Tier 2,Supermarket Type1,1145.176,FD,12,6.557818181818181,2nd
FDI02,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,Small,Tier 2,Supermarket Type1,3150.5656,FD,12,7.135044585987262,2nd
FDE41,12.857645184135976,Regular,0.07048184085069402,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698,FD,34,6.5141477152706475,2nd
FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,OUT013,1987,High,Tier 3,Supermarket Type1,1779.0176,FD,32,5.874406250000001,2nd
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898,FD,10,12.520540175557056,2nd
DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,Small,Tier 3,Grocery Store,467.3916,DR,21,11.999784615384616,4th
FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,2007,Small,Tier 2,Supermarket Type1,1414.1592,FD,12,8.500750407830342,2nd
FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.024,FD,17,12.970163090128754,3rd
NCD54,21.1,Non Edible,0.028984804,Household,146.1786,OUT013,1987,High,Tier 3,Supermarket Type1,3034.0506,NC,32,6.927895734597155,3rd
NCT54,8.695,Non Edible,0.120211747,Household,93.2094,OUT017,2007,Small,Tier 2,Supermarket Type1,666.4658,NC,12,10.719884991374354,2nd
FDH02,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,FD,32,12.248803301237965,2nd
NCD43,8.85,Non Edible,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928,NC,32,11.94309604519774,2nd
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026,FD,15,8.222397849462364,3rd
NCO42,12.857645184135976,Non Edible,0.024536199,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652,NC,34,11.247020580286582,3rd
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809,FD,20,8.655142857142856,2nd
FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,FD,20,10.335423197492164,2nd
NCO17,10.0,Non Edible,0.073794811,Health and Hygiene,121.444,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,NC,12,12.144400000000001,2nd
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,FD,22,31.1757902403496,4th
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,FD,15,3.923161676646707,1st
NCY18,7.285,Non Edible,0.052141447,Household,174.9054,OUT010,1998,Small,Tier 3,Grocery Store,525.3162,NC,21,24.008977350720656,3rd
DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144,DR,17,23.283131672597868,3rd
FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,Small,Tier 3,Grocery Store,392.822,FD,21,9.634207920792079,3rd
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568,FD,20,21.446354285714285,3rd
FDL20,12.857645184135976,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544,FD,34,8.647664359037279,2nd
NCZ53,12.857645184135976,Non Edible,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642,NC,34,14.809974709439471,3rd
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848,DR,15,18.31195461578133,3rd
FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834,FD,22,4.549135483870968,1st
